,SubjectID,MentalState,Condition,Prompt,ACC,RT,Block
136,BP111,CompMental,M1,Sam really likes to laugh. ,1,3.427891016,1
137,BP111,PeerMental,M1,I really like to fly.,1,1.6647861,1
138,BP111,CompNM,M1,Sam has class during the week.,1,3.330177069,1
139,BP111,CompNM,M1,Sam does not own a printer. ,0,,1
140,BP111,PeerNM,M1,I'm allergic to peanuts.,1,2.175245762,1
141,BP111,CompNM,M1,Sam's computer screen is very dark. ,0,1.634639025,1
142,BP111,PeerMental,M1,I want my garden to look pretty soon.,0,3.305996895,1
143,BP111,PeerNM,M1,I live far away from school.,1,2.078181982,1
144,BP111,CompNM,M1,Sam can speak Chinese but not French. ,1,1.835101128,1
145,BP111,PeerNM,M1,I am in a research laboratory.,1,2.022026062,1
146,BP111,PeerMental,M1,I like pictures with people in them.,0,,1
147,BP111,CompMental,M1,Sam doesn't want to get wet at the amusement park. ,0,,1
148,BP111,PeerNM,M1,My house doesn't have recycling.,1,3.594386101,1
149,BP111,CompMental,M1,Sam likes watching old movies.,1,2.385812044,1
150,BP111,PeerNM,M1,I am going on a hike.,1,2.276391029,2
151,BP111,CompNM,M1,Sam is good at following rules.,0,,2
152,BP111,PeerMental,M1,I am scared of roller coasters.,0,2.707980156,2
153,BP111,PeerMental,M1,I want to have a party at night.,0,2.759937048,2
154,BP111,PeerMental,M1,I like happy endings.,1,2.570106983,2
155,BP111,CompNM,M1,Sam is eating with his younger brother.,0,,2
156,BP111,CompMental,M1,"Sam likes calm, relaxing rides.",1,3.396656036,2
157,BP111,PeerNM,M1,I am bad at adding numbers.,0,3.306223154,2
158,BP111,CompNM,M1,Sam's dog is sick.,1,2.013289928,2
159,BP111,PeerMental,M1,I like reading books outside.,1,2.796272039,2
160,BP111,PeerNM,M1,I play Minecraft.,0,2.91977787,2
161,BP111,PeerNM,M1,The space bar on my keyboard is broken.,1,3.109514952,2
162,BP111,CompMental,M1,Sam likes eating healthy snacks.,1,2.314473152,2
163,BP111,PeerMental,M1,I want to see a matinee.,1,3.070152044,2
164,BP111,CompNM,M1,Sam is taller than his brother. ,1,3.755320072,2
165,BP111,CompNM,M1,Sam does not have a pool. ,1,3.475397825,2
166,BP111,CompMental,M1,When Sam goes skiing he wants to be warm.,0,3.457476139,2
167,BP111,CompMental,M1,Sam likes to play with animals.,1,2.168780088,2
168,BP111,PeerMental,M1,I need to buy a new toy.,1,2.655487776,2
169,BP111,CompMental,M1,Sam wants to go to a fancy event.,1,2.822480917,2
170,BP111,CompMental,M1,Sam likes to read about history.,0,3.855568886,2
171,BP111,PeerNM,M1,I will be in Florida.,0,3.013280869,2
172,BP111,PeerNM,M1,I have ten empty glass bottles.,1,2.213092804,2
173,BP111,PeerNM,M1,I can do the splits.,1,2.102509022,2
174,BP111,PeerMental,M1,I want to read the book now.,1,2.741914034,2
175,BP111,CompNM,M1,Sam has shinguards.,1,3.239094019,2
176,BP111,CompMental,M1,Sam likes watching team sports.,1,2.326479912,2
177,BP111,PeerMental,M1,I like being in the woods.,0,,2
178,BP111,PeerNM,M1,My dog likes to eat game board pieces.,0,1.803924084,2
179,BP111,CompNM,M1,Sam invited a lot of friends to the party.,1,3.180932045,2
180,BP111,CompNM,M1,Sam has a papercut. ,1,1.689662933,3
181,BP111,PeerNM,M1,My hard drive is broken.,1,2.775559902,3
182,BP111,CompMental,M1,Sam wants a calming paint color.,1,2.643995047,3
183,BP111,CompMental,M1,Sam likes eating healthy desserts.,1,2.030050039,3
184,BP111,CompNM,M1,Sam can draw something blue. ,1,2.237672091,3
185,BP111,PeerNM,M1,I only have regular markers.,0,2.527192116,3
186,BP111,CompNM,M1,Sam is going to a water park.,1,2.765495062,3
187,BP111,CompNM,M1,Sam is good at solving mysteries. ,0,3.782614946,3
188,BP111,CompMental,M1,Sam wants to eat healthy.,1,2.851723671,3
189,BP111,PeerMental,M1,I like being informed.,1,-3.494950056,3
190,BP111,PeerMental,M1,I like to be very active.,1,0.815835953,3
191,BP111,PeerMental,M1,I like to be around books.,1,1.529504061,3
192,BP111,PeerMental,M1,I think it's going to be warm today.,1,1.887258053,3
193,BP111,CompNM,M1,Sam has neat hand writing. ,1,3.071011066,3
194,BP111,PeerNM,M1,I am a terrible swimmer.,1,2.228227139,3
195,BP111,PeerMental,M1,I want to look like an adult.,0,2.904895067,3
196,BP111,CompMental,M1,Sam likes going to bed early.,1,2.602253199,3
197,BP111,PeerNM,M1,I am very busy on Saturdays.,0,2.465864182,3
198,BP111,PeerNM,M1,I have a kite.,1,1.978014231,3
199,BP111,CompMental,M1,Sam is very interested in the ocean.,0,,3
200,BP111,CompMental,M1,Sam doesn't like violence.,1,2.230520248,3
201,BP111,CompNM,M1,Sam only rides his bike in the street.,1,2.182095766,3
202,BP111,PeerMental,M1,I want to drink something that won't stain.,0,,3
203,BP111,PeerNM,M1,I got an A on my math test.,1,2.390172005,3
204,BP111,CompNM,M1,Sam has good aim.,1,2.279323101,3
205,BP111,CompMental,M1,Sam likes to watch true stories.,0,,3
206,BP111,PeerMental,M1,I am trying to save money.,0,2.410140038,3
207,BP111,CompNM,M1,Sam is bad at acting.,1,1.978857994,3
208,BP111,CompMental,M1,Sam wants to stay cool this summer.,0,1.98822999,3
209,BP111,CompNM,M1,Sam is lactose-intolerant.,1,2.856024027,3
210,BP111,CompMental,M1,Sam really likes to dance.,1,2.545341015,4
211,BP111,PeerNM,M1,I can speak Spanish but not Italian.,1,2.837984085,4
212,BP111,PeerMental,M1,I like to read.,1,2.241173983,4
213,BP111,PeerNM,M1,I have to get up early tomorrow.,1,2.113123178,4
214,BP111,CompNM,M1,Sam has an iPhone.,0,3.167840958,4
215,BP111,PeerMental,M1,I need new winter clothes.,1,1.922497034,4
216,BP111,PeerMental,M1,I want a quiet room to sleep in.,1,2.526030064,4
217,BP111,PeerMental,M1,I don't like sweets.,1,1.638428211,4
218,BP111,PeerMental,M1,I don't like fruit.,1,3.141052008,4
219,BP111,CompMental,M1,Sam likes biology.,1,3.601764917,4
220,BP111,CompMental,M1,Sam likes citrus sodas.,1,2.362248182,4
221,BP111,PeerNM,M1,There are a lot of rabbits near my house.,0,2.176887035,4
222,BP111,CompMental,M1,Sam wants to do some exercise.,1,3.232556105,4
223,BP111,PeerNM,M1,My tent has a hole in it.,1,2.239980936,4
224,BP111,PeerNM,M1,I can kick the ball far.,0,3.064840794,4
225,BP111,CompMental,M1,Sam likes shows that are funny.,1,3.515633106,4
226,BP111,CompMental,M1,Sam already knows about sports from TV.,0,2.699365139,4
227,BP111,CompNM,M1,Sam has a small living room.,0,2.094722033,4
228,BP111,PeerMental,M1,I need a drink before my soccer game.,1,1.823092222,4
229,BP111,CompNM,M1,Sam is in the living room.,1,3.226780891,4
230,BP111,PeerNM,M1,I am going to a birthday party.,1,2.371155024,4
231,BP111,CompNM,M1,Sam can play basketball for one season.,1,2.731441021,4
232,BP111,CompMental,M1,Sam loves to listen to loud music.,0,,4
233,BP111,PeerMental,M1,I really like being outdoors.,0,3.225181818,4
234,BP111,CompNM,M1,Sam has to carry a lot of books.,0,3.880803823,4
235,BP111,CompNM,M1,Sam can already play the piano and violin. ,0,1.667658806,4
236,BP111,PeerNM,M1,I am really good at riding bikes.,1,2.776780128,4
237,BP111,CompNM,M1,Sam's telephone rings a lot. ,1,2.413252115,4
238,BP111,PeerMental,M1,I like to ride my bike.,1,3.29088068,4
239,BP111,PeerNM,M1,I am going skiing.,1,3.142134666,4
240,BP112,PeerMental,M2,I want to eat healthy.,1,2.102907896,1
241,BP112,PeerMental,M2,I want to stay cool this summer.,1,2.180998087,1
242,BP112,PeerMental,M2,I want a calming paint color.,1,1.880032063,1
243,BP112,CompMental,M2,Sam is scared of roller coasters.,1,1.497941017,1
244,BP112,CompMental,M2,Sam wants to see a matinee.,1,1.817440987,1
245,BP112,PeerNM,M2,I can speak Chinese but not French.,1,1.349722862,1
246,BP112,CompMental,M2,Sam likes to be around books.,1,1.472942829,1
247,BP112,PeerNM,M2,I am lactose-intolerant.,1,1.260322094,1
248,BP112,PeerNM,M2,I can draw something blue.,1,1.868338108,1
249,BP112,CompMental,M2,Sam doesn't like to eat meat.,1,1.182719946,1
250,BP112,CompMental,M2,Sam likes phones with dark colors.,1,1.425856113,1
251,BP112,CompNM,M2,Sam is a terrible swimmer.,1,1.495413065,1
252,BP112,PeerMental,M2,I really like to dance.,1,1.596702099,1
253,BP112,CompNM,M2,Sam's dog likes to eat game board pieces.,1,1.225346088,1
254,BP112,PeerNM,M2,I am good at following rules.,1,3.690369844,1
255,BP112,CompNM,M2,Sam is bad at adding numbers. ,0,3.321866989,1
256,BP112,CompMental,M2,Sam needs a drink before his soccer game.,1,1.155985117,1
257,BP112,PeerMental,M2,I like to watch true stories.,1,1.136260033,1
258,BP112,CompNM,M2,Sam lives far away from school. ,1,1.77314806,1
259,BP112,CompNM,M2,Sam is bad at acting.,1,1.666126251,1
260,BP112,PeerNM,M2,I am going to a water park.,1,1.522996664,1
261,BP112,CompNM,M2,Sam plays Minecraft.,1,3.507989883,1
262,BP112,PeerMental,M2,I really like homemade meals.,1,1.633686066,1
263,BP112,PeerNM,M2,My dog is sick.,1,1.097539902,1
264,BP112,CompNM,M2,Sam is going skiing.,1,1.528375864,1
265,BP112,PeerNM,M2,I do not own a printer.,0,,1
266,BP112,PeerMental,M2,I want to do some exercise.,1,0.965022802,1
267,BP112,CompMental,M2,Sam is trying to save money.,1,2.04437685,1
268,BP112,PeerNM,M2,I invited a lot of friends to the party.,1,2.03638196,1
269,BP112,CompMental,M2,Sam likes to ride his bike.,1,1.925759792,1
270,BP112,PeerNM,M2,I have shin guards.,1,1.011204958,2
271,BP112,CompNM,M2,Sam will be in Florida.,0,1.820430994,2
272,BP112,PeerMental,M2,I love to listen to loud music.,1,1.060536146,2
273,BP112,PeerMental,M2,I like to get exercise.,1,1.369480133,2
274,BP112,PeerMental,M2,I like eating healthy snacks.,1,1.249602795,2
275,BP112,CompNM,M2,Sam's tent has a hole in it.,1,1.70798707,2
276,BP112,CompMental,M2,Sam wants to read the book now.,1,2.181823969,2
277,BP112,PeerNM,M2,I have an iPhone.,1,1.66322279,2
278,BP112,CompNM,M2,Sam can speak Spanish but not Italian.,1,2.236170053,2
279,BP112,PeerMental,M2,"I like calm, relaxing rides.",1,1.646576881,2
280,BP112,PeerNM,M2,I have good aim.,1,1.539448977,2
281,BP112,PeerNM,M2,I am good at solving mysteries.,1,1.729543209,2
282,BP112,CompMental,M2,Sam likes to read.,0,,2
283,BP112,PeerMental,M2,I like watching team sports.,1,1.086066961,2
284,BP112,CompNM,M2,Sam is going to a birthday party.,1,1.84342885,2
285,BP112,CompNM,M2,Sam can do the splits.,1,1.563088894,2
286,BP112,CompMental,M2,Sam needs new winter clothes.,1,1.252185106,2
287,BP112,CompMental,M2,Sam likes to be very active.,1,1.342818975,2
288,BP112,PeerMental,M2,I like to play with animals.,1,1.695542097,2
289,BP112,CompMental,M2,Sam likes his little brother.,1,2.214452028,2
290,BP112,CompMental,M2,Sam doesn't like fruit.,1,2.479012728,2
291,BP112,PeerNM,M2,My paint palette is dirty.,1,2.396873951,2
292,BP112,PeerNM,M2,I have class during the week.,1,2.298378944,2
293,BP112,PeerNM,M2,I am in the living room.,1,2.263343096,2
294,BP112,PeerMental,M2,I like biology.,1,2.246119022,2
295,BP112,CompNM,M2,Sam is really good at riding bikes.,1,2.213699102,2
296,BP112,CompMental,M2,Sam really likes being outdoors.,1,2.754506826,2
297,BP112,PeerMental,M2,I really like to laugh.,1,1.331703901,2
298,BP112,PeerNM,M2,I am taller than my brother.,0,3.688460112,2
299,BP112,CompNM,M2,Sam has ten glass bottles.,1,2.177096128,2
300,BP112,CompNM,M2,Sam is going on a hike.,1,3.126810789,3
301,BP112,PeerNM,M2,I am eating with my younger brother.,1,3.421816111,3
302,BP112,CompMental,M2,Sam needs a new toy.,1,2.394847155,3
303,BP112,CompMental,M2,Sam wants to have a party at night.,0,3.2177279,3
304,BP112,CompNM,M2,Sam's house doesn't have recycling.,1,1.923788071,3
305,BP112,PeerNM,M2,I can play basketball for one season.,1,1.755353928,3
306,BP112,CompNM,M2,Sam uses a kickboard to swim.,1,1.529161215,3
307,BP112,CompNM,M2,Sam can kick the ball far.,1,1.342303038,3
308,BP112,CompMental,M2,Sam wants a quiet room to sleep in.,1,2.968925953,3
309,BP112,PeerMental,M2,I like eating hot meals.,1,2.808755636,3
310,BP112,PeerMental,M2,I like competition.,1,1.362370014,3
311,BP112,PeerMental,M2,I am very interested in the ocean,1,1.135942936,3
312,BP112,PeerMental,M2,I like eating healthy desserts.,1,1.929408073,3
313,BP112,CompNM,M2,The space bar on Sam's keyboard is broken. ,1,2.46466589,3
314,BP112,PeerNM,M2,I have a small living room.,0,,3
315,BP112,PeerMental,M2,I like to read about history.,1,1.756762981,3
316,BP112,CompMental,M2,Sam really likes to fly.,1,1.058398008,3
317,BP112,PeerNM,M2,My telephone rings a lot.,1,2.10766077,3
318,BP112,PeerNM,M2,I can already play the piano and violin.,0,1.383576155,3
319,BP112,CompMental,M2,Sam doesn't like sweets.,1,1.660923958,3
320,BP112,CompMental,M2,Sam thinks it's going to be warm today.,1,1.451590061,3
321,BP112,CompNM,M2,Sam only has regular markers.,1,1.938853025,3
322,BP112,PeerMental,M2,I don't want to get wet at the amusement park.,1,1.568370104,3
323,BP112,PeerNM,M2,I do not have a pool.,1,1.704624891,3
324,BP112,CompNM,M2,Sam got an A on his math test.,1,1.941268921,3
325,BP112,CompMental,M2,Sam wants to drink something that won't stain.,1,2.591143131,3
326,BP112,PeerMental,M2,I like watching old movies.,1,1.436450958,3
327,BP112,CompNM,M2,Sam has to get up early tomorrow.,1,2.079560995,3
328,BP112,CompMental,M2,Sam likes being informed.,1,1.726328135,3
329,BP112,CompNM,M2,Sam is in a research laboratory. ,1,1.945711136,3
330,BP112,CompMental,M2,Sam likes pictures with people in them.,1,2.308151007,4
331,BP112,PeerNM,M2,I have a papercut.,1,1.604217052,4
332,BP112,PeerMental,M2,I already know about sports from TV.,0,3.298038006,4
333,BP112,PeerNM,M2,I have to carry a lot of books.,1,2.413277864,4
334,BP112,CompNM,M2,Sam is good at making fires.,1,1.672122002,4
335,BP112,PeerMental,M2,I don't like violence.,1,1.843543053,4
336,BP112,PeerMental,M2,I am afraid of reptiles.,1,1.427638054,4
337,BP112,PeerMental,M2,I want to go to a fancy event.,1,1.710803032,4
338,BP112,PeerMental,M2,When I go skiing I want to be warm.,0,1.799686909,4
339,BP112,CompMental,M2,Sam wants to look like an adult.,1,2.335532904,4
340,BP112,CompMental,M2,Sam likes being in the woods.,1,1.656342745,4
341,BP112,PeerNM,M2,I have neat handwriting.,1,1.744212151,4
342,BP112,CompMental,M2,Sam likes happy endings.,0,2.573086023,4
343,BP112,PeerNM,M2,My headphones are broken.,1,1.907129049,4
344,BP112,PeerNM,M2,My computer screen is very dark.,1,1.998379707,4
345,BP112,CompMental,M2,Sam likes reading books outside.,1,2.549274206,4
346,BP112,CompMental,M2,Sam wants his garden to look pretty soon.,1,2.816768885,4
347,BP112,CompNM,M2,Sam has a small budget.,1,1.540132046,4
348,BP112,PeerMental,M2,I like citrus sodas.,1,1.329008818,4
349,BP112,CompNM,M2,Sam is very busy on Saturdays.,1,2.208357096,4
350,BP112,PeerNM,M2,I have a kite.,1,1.55250001,4
351,BP112,CompNM,M2,Sam is allergic to peanuts.,1,1.843763113,4
352,BP112,CompMental,M2,Sam likes to run.,1,1.975132227,4
353,BP112,PeerMental,M2,I like shows that are funny.,1,1.367203951,4
354,BP112,CompNM,M2,Sam is playing with his little brother.,1,1.812576056,4
355,BP112,CompNM,M2,There are a lot of rabbits near Sam's house.,0,2.417835236,4
356,BP112,PeerNM,M2,I only ride my bike in the street.,1,2.448736906,4
357,BP112,CompNM,M2,Sam's hard drive is broken. ,0,3.043854713,4
358,BP112,PeerMental,M2,I like going to bed early.,1,1.624834776,4
359,BP112,PeerNM,M2,I have a lot of clothes.,1,1.800565004,4
360,BP114,PeerMental,F1,I want my garden to look pretty soon.,0,2.63854598999,1
361,BP114,PeerMental,F1,I like being informed about the news.,1,2.01644515991,1
362,BP114,PeerMental,F1,I like to be around books.,1,1.23633122444,1
363,BP114,CompMental,F1,Mia likes going to bed early.,1,1.72136306763,1
364,BP114,CompMental,F1,Mia likes competition.,1,1.76687002182,1
365,BP114,PeerNM,F1,I am a terrible swimmer.,1,2.56467008591,1
366,BP114,CompMental,F1,Mia wants to do some exercise.,1,1.16165518761,1
367,BP114,PeerNM,F1,The space bar on my keyboard is broken.,0,1.53731894493,1
368,BP114,PeerNM,F1,My house doesn't have recycling.,1,3.17426991463,1
369,BP114,CompMental,F1,Mia likes citrus sodas.,1,1.03016018867,1
370,BP114,CompMental,F1,Mia really likes to laugh. ,1,1.39651703835,1
371,BP114,CompNM,F1,Mia only rides her bike in the street.,1,1.74558711052,1
372,BP114,PeerMental,F1,I like happy endings.,0,1.1496899128,1
373,BP114,CompNM,F1,Mia has good aim.,1,1.45179891586,1
374,BP114,PeerNM,F1,My hard drive is broken.,1,2.41735196114,1
375,BP114,CompNM,F1,Mia does not own a printer. ,1,1.25449299812,1
376,BP114,CompMental,F1,Mia loves to listen to loud music.,1,0.806842088699,1
377,BP114,PeerMental,F1,I am scared of roller coasters.,1,1.54286503792,1
378,BP114,CompNM,F1,Mia's paint palette is dirty.,1,2.21871495247,1
379,BP114,CompNM,F1,Mia can play basketball for one season.,1,1.75269699097,1
380,BP114,PeerNM,F1,I am eating with my younger brother.,0,2.48625206947,1
381,BP114,CompNM,F1,Mia is going to a water park.,1,3.17142605782,1
382,BP114,PeerMental,F1,I want to have a party at night.,0,1.92447400093,1
383,BP114,PeerNM,F1,I can do the splits.,1,1.65447092056,1
